count,date
1,2016-07-16
1,2016-07-22
3,2016-07-25
2,2016-07-26
1,2016-07-29
3,2016-08-06
1,2016-08-07
2,2016-08-10
2,2016-08-20
1,2016-08-21
1,2016-08-22
1,2016-08-24
1,2016-08-27
1,2016-09-01
1,2016-09-16
1,2016-09-27
