count,date
1,2016-04-27
1,2016-05-21
1,2016-06-03
4,2016-06-08
1,2016-06-26
1,2016-07-13
1,2016-07-16
2,2016-07-23
1,2016-07-26
1,2016-07-28
1,2016-07-30
1,2016-08-02
1,2016-08-24
1,2016-09-27
