count,date
1,2016-06-08
2,2016-06-11
2,2016-06-12
3,2016-06-15
2,2016-06-17
5,2016-06-18
1,2016-06-19
1,2016-06-26
2,2016-07-01
5,2016-07-02
1,2016-07-04
2,2016-07-07
6,2016-07-21
1,2016-08-25
1,2016-08-27
1,2016-08-31
2,2016-09-01
2,2016-09-05
2,2016-09-06
1,2016-09-07
2,2016-09-08
2,2016-09-09
1,2016-09-10
1,2016-09-13
1,2016-09-14
1,2016-09-15
1,2016-09-16
3,2016-09-20
1,2016-09-25
5,2016-09-27
