count,date
5,2016-01-13
1,2016-01-14
1,2016-01-21
1,2016-01-22
1,2016-01-23
1,2016-01-24
1,2016-01-25
1,2016-02-06
1,2016-02-25
1,2016-02-27
1,2016-02-29
5,2016-03-01
3,2016-03-05
1,2016-03-12
3,2016-03-14
3,2016-03-15
1,2016-03-19
2,2016-03-20
1,2016-03-22
1,2016-03-31
1,2016-04-03
2,2016-04-19
1,2016-04-25
6,2016-04-26
1,2016-05-02
6,2016-05-03
2,2016-05-10
1,2016-05-17
1,2016-08-28
2,2016-09-06
1,2016-09-07
