count,date
1,2016-01-12
1,2016-01-13
1,2016-01-20
1,2016-01-21
1,2016-01-22
1,2016-01-24
2,2016-01-25
2,2016-01-26
1,2016-02-02
1,2016-02-03
2,2016-02-05
1,2016-02-06
2,2016-02-07
2,2016-02-08
4,2016-02-09
1,2016-02-10
