count,date
1,2016-06-23
1,2016-06-27
1,2016-06-28
2,2016-07-12
2,2016-07-13
1,2016-07-14
2,2016-07-30
1,2016-08-02
1,2016-08-06
1,2016-08-25
1,2016-08-26
