count,date
1,2016-03-03
1,2016-04-06
1,2016-04-30
1,2016-05-22
1,2016-06-03
1,2016-06-27
1,2016-07-25
2,2016-07-26
1,2016-07-27
2,2016-07-28
1,2016-07-30
2,2016-08-01
2,2016-08-02
3,2016-08-04
2,2016-08-06
1,2016-08-07
1,2016-08-09
1,2016-08-10
1,2016-08-12
1,2016-08-20
1,2016-08-21
1,2016-08-22
1,2016-08-25
1,2016-08-30
1,2016-08-31
1,2016-09-02
1,2016-09-05
1,2016-09-07
1,2016-09-09
2,2016-09-13
4,2016-09-15
1,2016-09-16
2,2016-09-22
1,2016-09-23
1,2016-09-24
11,2016-09-27
